Volcano_Name,Volcano_Image,Volcano_Type,Country,Region,Subregion,epoch_period,Last_Eruption,Summit_and_Elevatiuon,Latitude,Longitude,population_within_5km,population_within_10km,population_within_30km,population_within_100km
Nigorikawa,https://volcano.si.edu/gallery/photos/GVP-09609.jpg,Caldera,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"356 m, 1168 ft",42.12°N,140.45°E,,,,
Niihau,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,Hawaiian Islands,pleistocene,Pleistocene,"390 m, 1280 ft",21.95°N,160.08°W,,,,
Nikolka,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1591 m, 5220 ft",55.33°N,159.95°E,,,,
Niseikaushuppe,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"1883 m, 6178 ft",43.777°N,142.989°E,,,,
Nograd-Southern Slovakia,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Hungary,Volcanic Region,Western Europe,pleistocene,Pleistocene,"720 m, 2362 ft",48.159°N,19.79°E,,,,
Nonda,https://volcano.si.edu/gallery/photos/GVP-11098.jpg,Stratovolcano,Solomon Islands,Volcanic Region,Bougainville and Solomon Islands,pleistocene,Pleistocene,"760 m, 2493 ft",7.67°S,156.6°E,,,,
Noro,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"180 m, 591 ft",35.41°N,133.182°E,,,,
North Kawio,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Indonesia,Volcanic Region,Sangihe Islands,pleistocene,Pleistocene,"109 m, 358 ft",4.684°N,125.468°E,,,,
Northern Atenguillo,https://volcano.si.edu/gallery/photos/GVP-07570.jpg,Shield(s),Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"1700 m, 5577 ft",20.75°N,104.5°W,,,,
Northern Centres,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Netherlands,Volcanic Region,West Indies,pleistocene,Pleistocene,"Unknown,  ",17.508°N,62.992°W,,,,
Northern Guadalajara Mesa,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"1820 m, 5971 ft",20.88°N,103.4°W,,,,
Northern Mendoza Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Argentina,Volcanic Region,Central Chile and Argentina,pleistocene,Pleistocene,"Unknown,  ",34.67°S,69°W,,,,
Northern Tongariro Group,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"1327 m, 4354 ft",38.98°S,175.7°E,,,,
Nosichan,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1105 m, 3625 ft",56.08°N,157.75°E,,,,
Nuit,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Malaysia,Volcanic Region,Borneo,pleistocene,Pleistocene,"1701 m, 5581 ft",1.02°N,109.93°E,,,,
Nulla Volcanic Province,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Australia,Volcanic Region,Australia,pleistocene,Pleistocene,"840 m, 2756 ft",19.82°S,145.08°E,,,,
Numa Numa,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Papua New Guinea,Volcanic Region,Bougainville and Solomon Islands,pleistocene,Pleistocene,"1567 m, 5141 ft",6.02°S,155.192°E,,,,
Numanokami,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"1541 m, 5056 ft",36.772°N,139.279°E,0,0,0,1078
Nunivak Island,https://volcano.si.edu/gallery/photos/GVP-10437.jpg,Shield,United States,Volcanic Region,Alaska (western),pleistocene,Pleistocene,"511 m, 1677 ft",60.02°N,166.33°W,,,,
Nuomin,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),China,Volcanic Region,China (eastern),pleistocene,Pleistocene,"906 m, 2972 ft",49.617°N,123.717°E,,,,
Nushan,https://volcano.si.edu/includes/images/noimage.jpg,Cone,China,Volcanic Region,China (eastern),pleistocene,Pleistocene,"Unknown,  ",33.12°N,118.75°E,,,,
Nyoho-Akanagi,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"2483 m, 8146 ft",36.808°N,139.54°E,,,,
"Nyokie, Ol Doinyo",https://volcano.si.edu/includes/images/noimage.jpg,Tuff cone,Kenya,Volcanic Region,Africa (eastern),pleistocene,Pleistocene,"1169 m, 3835 ft",1.8°S,36.38°E,,,,
Nyuto-Takakura,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"1478 m, 4849 ft",39.802°N,140.842°E,,,,
Obiglio,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,"488 m, 1601 ft",74.458°S,131.848°W,,,,
Ocate,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (New Mexico),pleistocene,Pleistocene,"3000 m, 9843 ft",36.12°N,104.75°W,,,,
Ochchamo,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"2136 m, 7008 ft",55.62°N,158.15°E,,,,
Oetakayama,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"808 m, 2651 ft",35.061°N,132.431°E,,,,
Ogino-Sen,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"1310 m, 4298 ft",35.437°N,134.444°E,,,,
Ojikajima,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Japan,Volcanic Region,Ryukyu Islands and Kyushu,pleistocene,Pleistocene,"95 m, 312 ft",33.199°N,129.051°E,,,,
Ok,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Iceland,Volcanic Region,Iceland (southwestern),pleistocene,Pleistocene,"1141 m, 3743 ft",64.62°N,20.88°W,,,,
Okiura,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"985 m, 3232 ft",40.57°N,140.73°E,,,,
Okushiri-Katsumayama,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"428 m, 1404 ft",42.193°N,139.468°E,,,,
Olallie Butte,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"2199 m, 7215 ft",44.82°N,121.75°W,,,,
Olim,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent(s),Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"Unknown,  ",5.2°N,96.18°E,,,,
Oliver-Speight,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"-1840 m, -6037 ft",32.388°S,179.591°W,21,182,1246,17574
Ollague,https://volcano.si.edu/gallery/photos/GVP-06915.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5868 m, 19252 ft",21.3°S,68.18°W,,,,
Olmoti,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Tanzania,Volcanic Region,Africa (eastern),pleistocene,Pleistocene,"3099 m, 10167 ft",3°S,35.65°E,,,,
Omeshidake,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"2160 m, 7087 ft",36.626°N,138.461°E,,,,
Onikobe,https://volcano.si.edu/gallery/photos/GVP-11791.jpg,Caldera,Japan,Volcanic Region,Honshu,pleistocene,Pleistocene,"769 m, 2523 ft",38.83°N,140.695°E,,,,
Onnebetsu,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"1331 m, 4367 ft",43.991°N,145.017°E,,,,
Onoharajima,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Japan,Volcanic Region,"Izu, Volcano, and Mariana Islands",pleistocene,Pleistocene,"114 m, 374 ft",34.045°N,139.387°E,,,,
"Ora, Doro",https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Lesser Sunda Islands,pleistocene,Pleistocene,"668 m, 2192 ft",8.75°S,119.67°E,,,,
Oricola-Carsoli,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"Unknown,  ",42.15°N,13.08°E,,,,
Orkhon Gol,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Mongolia,Volcanic Region,Mongolia,pleistocene,Pleistocene,"Unknown,  ",48.65°N,103.5°E,,,,
Orofure-Raiba,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"1231 m, 4039 ft",42.563°N,141.091°E,,,,
Oshima Maruyama,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"855 m, 2805 ft",41.54°N,140.375°E,,,,
Oshima-Kojima,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Japan,Volcanic Region,Hokkaido,pleistocene,Pleistocene,"282 m, 925 ft",41.355°N,139.811°E,0,0,66,6106
Ostanets,https://volcano.si.edu/gallery/photos/GVP-12614.jpg,Shield(s),Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"719 m, 2359 ft",52.146°N,157.322°E,14,14,34,8527
Otdelniy,https://volcano.si.edu/gallery/photos/GVP-11313.jpg,Pyroclastic cone(s),Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"814 m, 2671 ft",52.221°N,157.435°E,,,,
Oto Group,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano(es),Papua New Guinea,Volcanic Region,New Britain,pleistocene,Pleistocene,"1277 m, 4190 ft",5.558°S,150.407°E,,,,
"Otota, Doro",https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Lesser Sunda Islands,pleistocene,Pleistocene,"518 m, 1699 ft",8.72°S,119.42°E,,,,
Oujda Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Morocco,Volcanic Region,Africa (northern),pleistocene,Pleistocene,"700 m, 2297 ft",34.53°N,3.3°W,,,,
Oulmes Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Morocco,Volcanic Region,Africa (northern),pleistocene,Pleistocene,"Unknown,  ",33.33°N,6°W,,,,
Ovalny,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"732 m, 2402 ft",56.98°N,158.98°E,5,29,659,7138
"Overo, Cerro",https://volcano.si.edu/gallery/photos/GVP-09016.jpg,Maar,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"4576 m, 15013 ft",23.52°S,67.662°W,,,,
Oyma,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ethiopia,Volcanic Region,Africa (northeastern) and Red Sea,pleistocene,Pleistocene,"1041 m, 3415 ft",12.88°N,41.62°E,0,2,81,3688
Ozernoy,https://volcano.si.edu/gallery/photos/GVP-11311.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"562 m, 1844 ft",51.88°N,157.38°E,,,,
Paama Island,https://volcano.si.edu/includes/images/noimage.jpg,Complex,Vanuatu,Volcanic Region,Vanuatu,pleistocene,Pleistocene,"544 m, 1785 ft",16.47°S,168.23°E,,,,
Pacdahauan,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Philippines,Volcanic Region,Central Philippines,pleistocene,Pleistocene,"628 m, 2060 ft",11.404°N,124.509°E,7793,79870,311625,1869793
Paco-Maniayao,https://volcano.si.edu/gallery/photos/GVP-12294.jpg,Stratovolcano,Philippines,Volcanic Region,Mindanao,pleistocene,Pleistocene,"664 m, 2178 ft",9.593°N,125.52°E,,,,
Pailin,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Cambodia,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,"Unknown,  ",12.9°N,102.6°E,,,,
Pambamarca,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"4076 m, 13373 ft",0.076°S,78.207°W,,,,
Pan de Azucar,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"3482 m, 11424 ft",0.43°S,77.72°W,,,,
Panay,https://volcano.si.edu/gallery/photos/GVP-12301.jpg,Stratovolcano,Philippines,Volcanic Region,Luzon,pleistocene,Pleistocene,"501 m, 1644 ft",13.723°N,120.893°E,,,,
Paniri,https://volcano.si.edu/gallery/photos/GVP-06909.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5946 m, 19508 ft",22.059°S,68.228°W,91,474,9443,269944
"Pantoja, Cerro",https://volcano.si.edu/gallery/photos/GVP-11454.jpg,Stratovolcano,Chile,Volcanic Region,Central Chile and Argentina,pleistocene,Pleistocene,"1897 m, 6224 ft",40.768°S,71.943°W,,,,
Pasochoa,https://volcano.si.edu/gallery/photos/GVP-04457.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"4199 m, 13776 ft",0.462°S,78.478°W,,,,
Patas,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Lesser Sunda Islands,pleistocene,Pleistocene,"1390 m, 4560 ft",8.261°S,114.817°E,,,,
Patilla Pata,https://volcano.si.edu/gallery/photos/GVP-11245.jpg,Stratovolcano,Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5300 m, 17388 ft",18.05°S,69.03°W,,,,
"Patos, Los",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"6250 m, 20505 ft",27.27°S,69°W,,,,
"Pedregal, El",https://volcano.si.edu/gallery/photos/GVP-11492.jpg,Shield,Honduras,Volcanic Region,El Salvador and Honduras,pleistocene,Pleistocene,"1593 m, 5226 ft",14.1°N,87.27°W,,,,
Pelican Butte,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"2449 m, 8035 ft",42.52°N,122.13°W,,,,
Pengchiahsu,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Taiwan,Volcanic Region,Taiwan,pleistocene,Pleistocene,"120 m, 394 ft",25.63°N,122.08°E,,,,
"Perdidos, Los",https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Costa Rica,Volcanic Region,Costa Rica,pleistocene,Pleistocene,"1357 m, 4452 ft",10.403°N,84.675°W,,,,
Perevalny,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"Unknown,  ",52.13°N,157.78°E,,,,
Perevalovyi,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1328 m, 4357 ft",56.57°N,159.35°E,,,,
Persani Mountains,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Romania,Volcanic Region,Western Europe,pleistocene,Pleistocene,"623 m, 2044 ft",45.982°N,25.339°E,,,,
Pesagi,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"2232 m, 7323 ft",4.92°S,104.15°E,,,,
Pesawaran-Ratai,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"1575 m, 5167 ft",5.505°S,105.093°E,673,2765,87794,1850111
Petacas,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Colombia,Volcanic Region,Colombia,pleistocene,Pleistocene,"3576 m, 11732 ft",1.624°N,76.827°W,0,0,0,0
Peter I Island,https://volcano.si.edu/gallery/photos/GVP-11771.jpg,Shield,Antarctica,Volcanic Region,Antarctica and South Sandwich Islands,pleistocene,Pleistocene,"1640 m, 5381 ft",68.85°S,90.58°W,,,,
Petr Shmidt Ridge,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Russia,Volcanic Region,Kuril Islands,pleistocene,Pleistocene,"1031 m, 3383 ft",45.95°N,150.05°E,,,,
Phoenix Segment,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Undersea Features,Volcanic Region,Pacific Ocean (northern),pleistocene,Pleistocene,"-3000 m, -9843 ft",41.404°N,127.38°W,,,,
Piebald Volcanic Province,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Australia,Volcanic Region,Australia,pleistocene,Pleistocene,"420 m, 1378 ft",15.23°S,145.03°E,,,,
Piedra Grande,https://volcano.si.edu/gallery/photos/GVP-10492.jpg,Stratovolcano(es),Guatemala,Volcanic Region,Guatemala,pleistocene,Pleistocene,"1640 m, 5381 ft",14.25°N,90.4°W,,,,
Piedra Parada,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5920 m, 19423 ft",26.4°S,68.75°W,,,,
Piip,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"2059 m, 6755 ft",55.319°N,160.667°E,,,,
Pilavo,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"4254 m, 13957 ft",0.526°N,78.365°W,,,,
Pino Hachado,https://volcano.si.edu/includes/images/noimage.jpg,Caldera,Argentina,Volcanic Region,Central Chile and Argentina,pleistocene,Pleistocene,"2017 m, 6617 ft",38.679°S,70.814°W,,,,
Pinto Basin-Salton Creek,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"600 m, 1969 ft",33.9°N,115.63°W,,,,
Pinzon,https://volcano.si.edu/includes/images/noimage.jpg,Shield,Ecuador,Volcanic Region,Galapagos Islands,pleistocene,Pleistocene,"458 m, 1503 ft",0.6°S,90.68°W,0,4,214,34133
Piratkovsky,https://volcano.si.edu/gallery/photos/GVP-12613.jpg,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1322 m, 4337 ft",52.113°N,157.849°E,,,,
Pirongia,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"956 m, 3136 ft",37.993°S,175.098°E,,,,
Pirozhnikova,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1646 m, 5400 ft",57.53°N,160.339°E,,,,
Pitcairn,https://volcano.si.edu/includes/images/noimage.jpg,Shield,United Kingdom,Volcanic Region,Pacific Ocean (central),pleistocene,Pleistocene,"313 m, 1027 ft",25.068°S,130.113°W,,,,
"Piuquenes, Nevado de los",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,Central Chile and Argentina,pleistocene,Pleistocene,"6019 m, 19747 ft",33.52°S,69.83°W,,,,
Pleiku-Bantour Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Cone(s),Vietnam,Volcanic Region,Southeast Asia,pleistocene,Pleistocene,"1028 m, 3373 ft",13.85°N,108.1°E,,,,
Ploskiy,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"877 m, 2877 ft",52.37°N,157.62°E,0,2,166,1813
Plosky,https://volcano.si.edu/gallery/photos/GVP-12486.jpg,Shield,Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1255 m, 4117 ft",57.83°N,160.25°E,653,47055,270617,862807
Poco Leok,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Indonesia,Volcanic Region,Lesser Sunda Islands,pleistocene,Pleistocene,"1675 m, 5495 ft",8.68°S,120.48°E,,,,
"Poco Sol, Laguna",https://volcano.si.edu/includes/images/noimage.jpg,Explosion crater(?),Costa Rica,Volcanic Region,Costa Rica,pleistocene,Pleistocene,"789 m, 2589 ft",10.35°N,84.67°W,0,0,8,9983
Pogranychny,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1427 m, 4682 ft",56.85°N,159.8°E,,,,
Polino,https://volcano.si.edu/includes/images/noimage.jpg,Explosion crater(s),Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"Unknown,  ",42.57°N,12.82°E,,,,
Pontine Islands,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Italy,Volcanic Region,Italy,pleistocene,Pleistocene,"283 m, 928 ft",40.9°N,12.95°E,,,,
Poquis,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5770 m, 18930 ft",23.02°S,67.05°W,,,,
Poros,https://volcano.si.edu/includes/images/noimage.jpg,Fissure vent,Greece,Volcanic Region,Greece,pleistocene,Pleistocene,"80 m, 262 ft",37.48°N,23.43°E,,,,
Porquesa,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5190 m, 17028 ft",19.958°S,68.73°W,,,,
Porr,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,Kenya,Volcanic Region,Africa (eastern),pleistocene,Pleistocene,"Unknown,  ",2.9°N,36.55°E,,,,
Potato Butte,https://volcano.si.edu/gallery/photos/GVP-06632.jpg,Shield(s),United States,Volcanic Region,USA (California),pleistocene,Pleistocene,"1532 m, 5026 ft",40.63°N,121.43°W,,,,
Potor,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Chile,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"5318 m, 17448 ft",23.2°S,67.67°W,,,,
Potrillo Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),United States,Volcanic Region,USA (New Mexico),pleistocene,Pleistocene,"1695 m, 5561 ft",31.98°N,107.13°W,,,,
Pouakai,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,New Zealand,Volcanic Region,New Zealand,pleistocene,Pleistocene,"1399 m, 4590 ft",39.23°S,174.02°E,,,,
Poza Rica,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"2250 m, 7382 ft",20.42°N,97.83°W,,,,
"Primavera, Sierra la",https://volcano.si.edu/gallery/photos/GVP-10022.jpg,Caldera,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"2270 m, 7448 ft",20.62°N,103.52°W,,,,
Prindle,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone,United States,Volcanic Region,Alaska (eastern),pleistocene,Pleistocene,"1245 m, 4085 ft",63.716°N,141.634°W,,,,
Prodolny,https://volcano.si.edu/includes/images/noimage.jpg,Shield(s),Russia,Volcanic Region,Kamchatka Peninsula,pleistocene,Pleistocene,"1505 m, 4938 ft",55.45°N,157.25°E,,,,
"Pucara, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Bolivia,Volcanic Region,"Northern Chile, Bolivia and Argentina",pleistocene,Pleistocene,"4080 m, 13386 ft",16.236°S,69.471°W,,,,
Pueblo Nuevo Viñas,https://volcano.si.edu/gallery/photos/GVP-08417.jpg,Stratovolcano,Guatemala,Volcanic Region,Guatemala,pleistocene,Pleistocene,"1939 m, 6362 ft",14.199°N,90.505°W,,,,
Puelche Volcanic Field,https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Chile,Volcanic Region,Central Chile and Argentina,pleistocene,Pleistocene,"3140 m, 10302 ft",35.78°S,70.48°W,,,,
Pulau Weh,https://volcano.si.edu/gallery/photos/GVP-11986.jpg,Stratovolcano,Indonesia,Volcanic Region,Sumatra,pleistocene,Pleistocene,"617 m, 2024 ft",5.82°N,95.28°E,,,,
"Pulpito, Punta",https://volcano.si.edu/gallery/photos/GVP-12037.jpg,Lava dome,Mexico,Volcanic Region,Mexico,pleistocene,Pleistocene,"131 m, 430 ft",26.517°N,111.444°W,,,,
Pumpan,https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Vanuatu,Volcanic Region,Vanuatu,pleistocene,Pleistocene,"802 m, 2631 ft",18.85°S,169.12°E,,,,
Punikan,https://volcano.si.edu/includes/images/noimage.jpg,Unknown,Indonesia,Volcanic Region,Lesser Sunda Islands,pleistocene,Pleistocene,"1490 m, 4888 ft",8.47°S,116.13°E,,,,
"Puntas, Cerro",https://volcano.si.edu/includes/images/noimage.jpg,Stratovolcano,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"4348 m, 14265 ft",0.174°S,78.2°W,,,,
"Purupuruni, Cerros",https://volcano.si.edu/includes/images/noimage.jpg,Lava dome(s),Peru,Volcanic Region,Peru,pleistocene,Pleistocene,"5315 m, 17438 ft",17.32°S,69.9°W,,,,
Putoto,https://volcano.si.edu/includes/images/noimage.jpg,Submarine,Undersea Features,Volcanic Region,Kermadec Islands,pleistocene,Pleistocene,"-260 m, -853 ft",27.857°S,177.621°W,20275,181399,2409092,25745923
"Putri, Gunung",https://volcano.si.edu/gallery/photos/GVP-04525.jpg,Lava dome,Indonesia,Volcanic Region,Java,pleistocene,Pleistocene,"1796 m, 5892 ft",7.269°S,107.973°E,,,,
Putzalagua,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"3512 m, 11522 ft",0.962°S,78.56°W,,,,
Puyo,https://volcano.si.edu/includes/images/noimage.jpg,Pyroclastic cone(s),Ecuador,Volcanic Region,Ecuador,pleistocene,Pleistocene,"1072 m, 3517 ft",1.459°S,77.917°W,5159,5159,33367,511150
Qal'eh Hasan Ali,https://volcano.si.edu/gallery/photos/GVP-12258.jpg,Maar(s),Iran,Volcanic Region,Middle East (eastern),pleistocene,Pleistocene,"2400 m, 7874 ft",29.375°N,57.55°E,,,,
"Qiranah, Jabal al",https://volcano.si.edu/includes/images/noimage.jpg,Volcanic field,Jordan,Volcanic Region,Middle East (western),pleistocene,Pleistocene,"Unknown,  ",30.73°N,35.75°E,,,,
Quartz Mountain,https://volcano.si.edu/includes/images/noimage.jpg,Lava dome,United States,Volcanic Region,USA (Oregon),pleistocene,Pleistocene,"1885 m, 6184 ft",43.629°N,120.899°W,,,,
